Timestamp,Dominant Emotion,Angry,Disgust,Fear,Happy,Sad,Surprise,Neutral
2025-06-27 11:05:53,Happy,0.01576281152665615,1.632208477531094e-05,0.001110662124119699,0.9537452459335327,0.00017358866170980036,0.02906937338411808,0.00012202379002701491
2025-06-27 11:05:53,Happy,0.004025990609079599,2.3855582185206003e-06,0.0009997962042689323,0.9812362194061279,4.51718078693375e-05,0.013597524724900723,9.28602967178449e-05
2025-06-27 11:05:53,Happy,0.003440935630351305,9.270859777643636e-07,0.0007324034231714904,0.9869090914726257,4.5614782720804214e-05,0.00881140772253275,5.957635221420787e-05
2025-06-27 11:05:54,Happy,0.004430841654539108,1.2188193068141118e-06,0.0009250569855794311,0.9827254414558411,3.789893162320368e-05,0.01182436104863882,5.518154284800403e-05
2025-06-27 11:05:54,Happy,0.004544753115624189,2.474735310897813e-06,0.001058504218235612,0.9735899567604065,1.8100101442541927e-05,0.020708812400698662,7.734396058367565e-05
2025-06-27 11:05:54,Happy,0.0061926767230033875,2.514746483939234e-06,0.0015566990477964282,0.9583218693733215,8.200630873034243e-06,0.03379189595580101,0.00012621385394595563
2025-06-27 11:05:54,Happy,0.003378219436854124,2.7473008231027052e-05,0.0045682950876653194,0.9239543080329895,0.00014668299991171807,0.06501797586679459,0.002907012589275837
2025-06-27 11:05:54,Happy,0.003863072255626321,2.5295350496890023e-05,0.0006971195107325912,0.9698809385299683,6.621370266657323e-05,0.025056540966033936,0.0004107131389901042
2025-06-27 11:05:55,Happy,0.0038347323425114155,9.092028631130233e-05,0.0023557988461107016,0.9575798511505127,0.00013470440171658993,0.03394904360175133,0.0020550403278321028
2025-06-27 11:05:55,Happy,0.0042908950708806515,5.0308462959947065e-05,0.00318866316229105,0.9331945180892944,6.437073170673102e-05,0.05607421696186066,0.0031369784846901894
2025-06-27 11:05:55,Happy,0.0031952187418937683,4.85516429762356e-05,0.006109009031206369,0.969688892364502,0.0017936447402462363,0.013892767019569874,0.0052718957886099815
2025-06-27 11:05:55,Happy,0.0925808772444725,0.0008636341663077474,0.09905598312616348,0.5692834258079529,0.016012653708457947,0.1800021231174469,0.042201243340969086
2025-06-27 11:05:55,Happy,0.09911249577999115,0.0008633603574708104,0.10224644094705582,0.5484355688095093,0.016670452430844307,0.18964126706123352,0.04303039237856865
2025-06-27 11:05:55,Happy,0.001395334955304861,1.0082942935696337e-05,0.002193416003137827,0.9856452345848083,0.001873077591881156,0.00823711697012186,0.0006456635310314596
2025-06-27 11:05:56,Happy,0.005329660605639219,0.00010538442438701168,0.003291021566838026,0.9636629819869995,0.0011097643291577697,0.02309115044772625,0.0034100785851478577
2025-06-27 11:05:56,Happy,0.004671129863709211,4.41687589045614e-05,0.005140666849911213,0.9516907930374146,0.0010451613925397396,0.03478359058499336,0.0026245026383548975
2025-06-27 11:05:56,Happy,0.004727620631456375,0.00013679591938853264,0.007186883129179478,0.9301037192344666,0.001203686697408557,0.051701877266168594,0.004939465783536434
2025-06-27 11:05:56,Happy,0.005300040356814861,0.00011271843686699867,0.005426445044577122,0.9613940119743347,0.0009334493079222739,0.02282339707016945,0.004009903408586979
2025-06-27 11:05:56,Happy,0.0037024831399321556,7.453445869032294e-05,0.002814670791849494,0.966672956943512,0.0004770079394802451,0.02405616082251072,0.0022021387703716755
2025-06-27 11:05:56,Happy,0.01501129474490881,0.00042182966717518866,0.015150997787714005,0.9049521684646606,0.004056388512253761,0.05597308278083801,0.004434229806065559
2025-06-27 11:05:57,Happy,0.01465418841689825,0.00048463689745403826,0.013052879832684994,0.8956687450408936,0.003972440026700497,0.06819552183151245,0.003971523605287075
